N,P,K,temperature,humidity,ph,rainfall,label
74.59868622,30.95850857,54.40185439,18.40161961,73.91095215,7.344200135,538.8180121,almond
59.22901145,33.49448152,50.14318673,18.08041544,84.86212527,6.551107301,647.2643523,almond
53.08502564,34.04830661,54.16254498,16.31253405,79.37751724,6.36207414,859.8165341,almond
70.88274203,27.84929311,57.06637009,20.34864154,71.23837844,7.019502967,1023.932975,almond
65.11531226,29.25103711,54.83109263,22.06170895,81.84649046,7.467598104,586.4507093,almond
77.06325354,36.97116511,60.81479443,18.6255049,65.11572371,6.799787103,715.9690625,almond
57.93807636,38.36562751,58.28913212,19.0191314,72.81323366,7.098706759,780.4564484,almond
62.20842288,39.87772564,56.80550508,19.5049094,69.32946965,7.393238782,645.2090737,almond
58.64769187,35.23457717,71.88109079,21.57406565,87.67498144,6.736508515,805.0046417,almond
67.01062027,30.78227519,49.46498709,20.04280912,86.9872372,7.276468527,492.0342139,almond
54.9576617,27.88873145,55.68951411,17.11587199,63.59286395,7.072740911,856.2324809,almond
63.67824674,31.44936021,48.08218925,16.74514639,83.29238882,7.182365794,726.4108572,almond
52.46298464,35.67214441,63.88081863,22.36732923,81.87021504,6.720260826,713.9252228,almond
74.2929606,38.16959511,46.49904942,20.49721151,83.85558584,6.851833752,555.2678914,almond
56.94253815,33.466418,49.83806311,22.12729684,77.43714664,6.9779734,608.7147767,almond
62.47430582,31.98007407,60.57726525,19.58486071,77.2341934,6.960049694,763.268437,almond
54.85453948,43.30650865,57.77168606,19.15240825,67.50728694,7.588484747,797.2478663,almond
63.72739468,39.36270796,67.69569559,18.72698205,88.41745732,6.760518593,725.0978323,almond
51.56587257,40.45996132,78.52208694,23.18303926,65.54563367,7.246155527,769.9929661,almond
75.17174198,37.03113343,57.12038532,24.95991202,78.8267424,7.290773546,771.3899007,almond
52.11160992,24.80383911,58.20395444,21.91344602,75.41968467,6.837761835,905.6853248,almond
70.40253427,35.642755,63.6638423,16.61100851,62.56042395,7.015190613,673.9799594,almond
60.18460621,35.63682739,57.5905144,19.36401769,64.58577418,6.783119144,693.1687052,almond
72.32637397,40.63282515,58.20740873,17.04926424,62.56049004,7.000233039,768.4631978,almond
65.13785553,38.33528052,55.33902281,19.97648788,76.48586647,7.325039911,732.8433055,almond
62.69983673,39.54869087,58.65028316,20.16239095,77.57326744,7.037839115,827.2485787,almond
61.57076372,38.85432597,50.14275836,23.05001078,64.17816218,7.169792705,895.5214898,almond
56.03655965,37.94164259,57.87680993,19.14918128,84.43724161,7.096591619,992.1300932,almond
50.86752629,31.14109625,65.85782365,19.36108131,78.93415878,7.004333964,919.5789757,almond
70.57344544,28.81092251,74.2202225,14.79443253,88.24394426,7.14644238,737.341913,almond
61.42729163,28.77130611,61.15453951,21.02751301,77.1018351,7.076984574,655.6240293,almond
58.54879198,40.49388426,65.50277566,22.16935903,63.09371607,7.004048836,858.6089765,almond
46.21705267,34.5543998,51.30353666,21.78579346,62.27589984,6.632916032,806.8952154,almond
63.31142769,34.30867849,64.31792359,24.06141295,64.68055921,7.093013764,867.8934499,almond
59.76115974,42.82321828,42.53503264,22.19174001,60.7625738,6.52708318,871.624022,almond
55.98862259,44.26139092,59.9100185,17.17943752,61.03165563,6.923516515,795.4240399,almond
59.17245074,38.70170409,56.98358512,22.07213279,71.55293186,6.851161683,849.9131927,almond
66.02354994,35.09500166,56.43722364,16.01318968,82.66653416,6.730502132,691.4616782,almond
61.66995234,36.73224105,55.46650186,20.61934319,64.84886142,7.075429423,848.8635005,almond
51.59410697,39.58930974,74.14770798,22.75324069,72.58800187,6.756419532,600.6760311,almond
52.59616103,43.76135222,66.23785595,23.39081359,60.81287978,6.765176632,665.0298992,almond
66.43948005,35.41027436,56.75069984,21.07685482,69.35166203,7.276778606,650.1235536,almond
58.23562111,48.60084583,64.17111565,17.71424652,68.42317087,7.013993355,733.9849547,almond
55.65442595,35.23699336,54.2639109,18.97451855,61.90124911,6.799343774,838.695961,almond
48.87063146,37.71680096,55.58250827,21.52159645,69.71037709,7.09325245,430.2219348,almond
55.48289192,35.74643282,54.78304197,21.79808125,86.94162868,6.808779331,686.1997902,almond
52.49720662,34.25481667,59.95564364,16.48227988,72.56776349,6.923021823,831.2240759,almond
62.38010324,31.53545202,65.9973325,20.81946539,82.05213131,6.790099714,852.2880425,almond
66.10268078,36.64375555,56.46826531,21.36871315,86.77676995,7.457287378,770.4812176,almond
61.54864105,35.88090461,52.31623086,15.99795095,62.8194582,6.838212151,759.5519829,almond
64.98245354,33.54653846,73.70061739,19.14837331,65.16959614,6.823247461,657.4981696,almond
67.86293414,32.65412174,48.57910314,23.61032633,89.09743193,7.091878386,782.5176874,almond
59.78164487,32.28287614,55.24769478,20.28381394,83.2658285,7.462860756,439.7423417,almond
60.19080373,39.84311578,53.51820968,20.2119532,73.422371,6.464517893,773.7374242,almond
60.15919990296964,33.72302041535677,50.560931027661326,18.844966955802786,63.352779273811514,7.161539554824317,729.49256053438,almond
55.5743511745793,34.70601760860642,68.35549380945639,21.992176860671762,77.37706503561027,6.972916748131694,799.0715791257123,almond
72.61068379009701,41.786261087889415,70.87477488578264,18.559825107724812,88.04403781645472,6.93453154368822,841.5107259181427,almond
54.95797953765117,33.3993294137178,65.42482219051097,16.728969896503685,84.81629535933574,7.417158118673521,1046.0029777345628,almond
63.93216634127581,39.3863468104686,67.9589143833013,18.72235358421588,88.12449982689039,6.765503383996834,725.3819379482836,almond
60.56534829133173,32.64689311479619,63.29200589560305,20.83722931690517,70.54459985382293,7.4463230655352195,697.2763756785115,almond
75.55295439702374,25.73723096373575,64.6555898327059,15.709880748199472,60.99585606387366,6.717829160635941,714.4532926720075,almond
60.596415072264755,37.90249670928395,54.61515758234054,25.587827940546518,68.74186528859863,7.434038914975912,611.1211904074336,almond
65.61930995969445,33.42171435718205,68.13475550302196,18.858679085680553,73.03845112852741,6.771648972601711,492.08391314354253,almond
61.61545478781801,38.903071927820754,50.060642281409436,23.156846363858502,64.30091361930458,7.178865202078007,898.57452776686,almond
74.0732205346685,38.21586772922387,46.30256511946012,20.503943977624797,84.01570570258076,6.853129739596914,557.2830640221389,almond
59.32461998507583,38.8014155621463,56.8970785770291,22.07082350987841,71.64652166118925,6.874992694120368,852.9704591801276,almond
51.6773587117251,39.81979789549219,74.11114516222534,22.781675196494827,72.74381680505226,6.724716995691007,601.218274166725,almond
52.50025039410486,34.36311093605286,59.97821389224766,16.407523767379764,72.47763406160263,6.9170832021803355,831.5985047483707,almond
63.949173133843374,39.27926361658616,67.96741989941074,18.7327660229069,88.55395605170717,6.785448206628418,720.9185815743415,almond
66.4003707310421,35.39675211416902,56.94344865364787,21.0547922290257,69.47327592811936,7.308996947579174,650.7033219066492,almond
63.76321681308941,39.46783309746104,67.56246575033902,18.81456563457346,88.72155637769269,6.758113036548422,723.835440734947,almond
56.708710514909875,33.52422261359548,49.88138520318313,22.09621739494807,77.4313196850585,6.992356691590908,608.6391421542567,almond
70.17606064540853,28.63805465437862,73.88631796920369,14.749384665326474,88.12973797381028,7.154988696845732,738.1311559206373,almond
54.67972193446647,33.37541032259682,65.52795303135012,16.683725126666804,84.608093932446,7.435586732824732,1048.6442835968771,almond
58.44250459178623,48.49596994346408,64.16013798476237,17.675425271405437,68.45200299584563,7.019227313433629,734.2998647037617,almond
67.57249542055136,35.29523128009492,73.79994474829034,24.67686498215447,86.36179767611708,6.680277392523122,717.3748982655363,almond
63.21120675440221,34.25347051167575,64.36512383839357,24.059513666348565,64.68100318185526,7.089481047213787,868.2782105522463,almond
75.06086832760407,25.530805124156153,64.62955156431788,15.706749818830268,60.81885666610942,6.708071267619431,708.6160272129666,almond
56.96323616716036,38.13055279435465,52.64736800357034,19.659227298857044,88.71688666799388,6.529673906947012,813.0569731792832,almond
58.77241134951129,40.59216355081309,65.52866421838745,22.14043784385623,62.924223184704346,6.98547950596462,857.963404882602,almond
58.70076703291363,40.48521926562396,65.46717551756599,22.243473776570255,62.901258120052916,7.003445838391555,856.5371716444723,almond
65.80898628351419,33.35724575841101,68.09172151635842,18.916013942236095,72.97790398044806,6.783373111048075,489.6371014074542,almond
62.39164663754137,31.503012331774144,65.86305305031533,20.886852475861538,82.0226694496949,6.797186734667579,851.529647470329,almond
67.47839444426526,38.80966224981682,54.939950814517886,26.48961937554966,72.34758032711343,7.215156632730487,721.8877129830337,almond
70.44371020005875,28.806853591045588,74.29571417029761,14.7643596185493,88.31669460737028,7.117883208602765,735.5863210684807,almond
53.12037729885339,34.15311406451987,54.21766480601323,16.36506662254902,79.42788275731786,6.347360513984414,859.5385979996958,almond
57.74744246447526,33.99586882601211,50.25716574066969,23.221941407190847,70.37604485053247,7.194438696724342,782.4060447615523,almond
58.734329991366536,35.32532251430596,71.62578849960752,21.526489075286996,87.81987540073581,6.730569952216099,806.3693457677305,almond
76.97825127189932,37.82332882285621,56.05584631463669,19.528500070922373,70.05735336264448,6.642590769266238,555.7723638935535,almond
58.75775871244606,40.565167169113046,65.3606663707271,22.24649124811005,63.15538332399676,7.010767467394142,860.8696922923422,almond
57.06146000505994,32.240119134517364,66.43208352803383,22.589281514241762,79.24060332138971,7.115703357886563,967.7093384975685,almond
67.04368442205792,30.751653219595237,49.57096941286555,20.102599428722023,87.19946298467853,7.237305551709085,493.1085865737809,almond
59.88199546864183,33.74362297642047,50.578399204906404,18.846408446498682,63.66158336969923,7.137723328730584,730.3547737937309,almond
46.22552227317825,34.36907261188426,51.32764612549363,21.790378334013013,62.63570201479964,6.614613089354489,804.7609364743753,almond
59.13830938712746,38.8325787238006,56.92871551004722,22.102425772030422,71.64227324669935,6.839472285584872,849.8094576869318,almond
53.078197305027764,34.07199543050134,54.34869489850033,16.33779731783197,79.37459538172392,6.3687036494529075,859.9192365270948,almond
55.985826940365534,30.596011108006206,60.06341786538339,17.8108708316078,72.5224406620372,7.13178016125918,739.023809658346,almond
63.83225612769471,31.502961831633005,48.33661661607023,16.79942028658123,83.20358854069976,7.190889285454713,726.9656437537676,almond
61.50457594831624,36.31098385344745,55.21492333374305,18.60369953106397,80.38479435292909,7.038702946143531,837.4023500065406,almond
63.266538289091486,34.37042166220057,64.25644828513619,24.05981164608621,64.67513530862831,7.109615294029257,869.6349694488033,almond
65.81627022294465,33.361395218352925,68.00628291090673,18.887513689653343,73.17267347130885,6.760110662162048,490.1057036820006,almond
52.871712944755885,34.032391048903236,54.147318039550605,16.33704493648544,79.33248732635175,6.348322450477817,860.1835143734271,almond
61.070461703906346,28.959726552211123,66.7959283130641,23.51013772780363,66.58402943923211,6.710211992273833,842.2022727900026,almond
62.16978766540438,39.86460125432493,56.90683653845626,19.566396400314293,69.34347398656926,7.389232910892522,643.6549399474783,almond
53.065039800451814,34.02470459796756,54.20772076247757,16.305354265615488,79.21678572881946,6.346133458823975,858.4620617105257,almond
72.58458849975821,41.86727393116549,70.47897425151892,18.583055464386934,87.99562398693655,6.955404200189693,840.3447239786445,almond
56.95316753567111,33.644774128820245,50.01365854326436,22.118418471261926,77.91773120880148,7.0072673085099995,607.3338441076421,almond
65.1914392430301,29.151246052833876,54.805464986159336,21.943594575803502,81.71675466690375,7.4791273036831285,591.0872713646723,almond
67.20080970433666,38.1455310244672,54.43742304783929,19.955488217721754,76.14642248959706,7.502280418391303,812.7217088061346,almond
63.6671755500233,31.422219738626282,48.12117601788967,16.832838415516672,83.25411173152031,7.182330863653378,723.202077739119,almond
60.57499092074503,37.996373794594284,54.72966318759734,25.61159505104082,69.13994570003013,7.408230526643217,607.4683012245321,almond
58.31934200272385,44.18226525896629,59.878839267186855,17.405333180897458,74.27612681011524,6.9484595835299166,605.8029169753919,almond
43.57066421027651,30.483938813077884,59.505397564667014,19.920936984209508,85.97317269513529,7.029719821940583,756.4392160343803,almond
66.83918918241704,30.916959030706,49.45136828418409,20.087181274144072,87.28719888025014,7.254245292960755,493.2014250344519,almond
67.89068784929732,35.24053941901017,73.67023561746734,24.691975569269285,86.77174303731238,6.660169644042575,720.9595010763782,almond
52.341613470879,35.81668384305809,64.02917408948903,22.305340508806932,82.15041158625638,6.713080813470465,713.6743827002226,almond
65.23793620041972,29.137248069679654,54.654632405532595,22.03055519082453,82.11138183765392,7.480502001855918,588.3444266726506,almond
60.27829790444772,39.87663000027991,53.457204075951644,20.229663198740376,73.08819643072201,6.419076678982859,774.0082158088966,almond
65.8955798088413,33.21875641313776,68.17128260630938,18.90667107197894,73.02073802082646,6.802957001104051,487.4640252011607,almond
55.533705030650914,35.666764415509114,54.78398715046745,21.805921500234476,86.67342901357794,6.777932962049585,688.288385110144,almond
50.59276597035128,31.19172677285737,65.62519516477913,19.349122735730358,78.6931835703121,6.991201702517946,918.5443194314663,almond
56.15629208612121,38.00723416658304,58.015736308844176,19.118489965594726,84.66761589813531,7.114452669573278,995.2676145043093,almond
74.52725226759947,31.103465685192056,54.231894834037256,18.323673234954736,73.75688474576884,7.362535701304695,535.5695559239925,almond
61.49895576470549,36.33809881662555,55.37892525365357,18.640611572699072,80.04167418530986,7.0141639177289,838.209667117775,almond
53.28837120766535,36.5149331997759,54.05395358524547,16.189007526704145,73.45109784452754,6.794686421660085,820.0641191512437,almond
65.38687476655993,38.405552622623695,55.138528816261086,20.07152666065546,76.46187446627515,7.340100939840259,732.1359644605855,almond
60.10237221025536,39.846103167570845,53.54545777862839,20.198243319568203,73.14533468999925,6.453258456751574,769.1796281738151,almond
62.10158427190716,42.25763491053256,65.73975874293878,19.644108427389945,63.3806825117071,6.873787967970024,749.5656993172352,almond
74.21015930637633,38.14589920456813,46.45095372140326,20.499873104611893,83.9794626767818,6.837427363099406,558.8439359733727,almond
67.97718432651823,32.77428489045903,48.53656934127395,23.583588891344224,89.16146323439331,7.110858280547295,783.1739101788585,almond
75.60539813848438,25.69748661291394,64.60834304336863,15.70265744759828,60.997822028838264,6.733688727877825,707.8958223993421,almond
62.10119620610581,39.910484081530896,56.31828538372721,19.45214905044038,69.04291632158359,7.368850480466074,641.3897916967416,almond
56.15799821633551,37.98854102444328,57.78870165082916,19.091598251076455,84.45442729679164,7.113455176968142,991.5496943172415,almond
65.21369694953974,38.363108689679876,55.685517887693486,19.881685465509488,76.52569946078391,7.298580340141045,729.8051101786226,almond
60.0141046514091,32.21391728069085,55.705932589630265,20.332165220260116,83.14237277243863,7.467556071761521,443.60978770802257,almond
56.71540993047513,36.07814068067064,65.85317049142235,18.729224161333157,60.602148196785016,6.791948262026934,848.3703319050056,almond
46.23553475954823,34.62994311914909,51.305495488001704,21.67053204246396,62.053955352893716,6.6485447815962555,805.5016861011217,almond
51.52791611803618,40.356073303230524,78.33153512472805,23.236550416458748,65.43503079371709,7.274293991393545,768.1520351491581,almond
61.17338794220107,28.740276470146284,61.16248863417848,21.039379328650735,76.99927346970284,7.100610751515363,660.4123702224274,almond
52.43641802837537,35.70205664319806,63.86434949409349,22.3525599095121,81.52267813596087,6.724523853575473,714.1163713803917,almond
60.02509252110635,33.566469517040176,50.48951561027268,18.920359462834877,63.69458757594392,7.144470333047856,729.4044718935081,almond
66.18663956629057,35.39793681543516,56.95649902969601,21.064686370496794,69.03809989419679,7.298610134338465,647.5493205128299,almond
67.07807131304986,35.20005115761195,65.87579975307536,22.86512235912046,80.95173108563522,6.549565788321284,642.2594772065542,almond
54.907551874363065,43.323834903345144,57.70949370010652,19.219248452647232,67.53899202402836,7.582870403185492,795.9509822345368,almond
65.09403510017577,38.3007673652531,55.268516056184126,19.89304081145087,76.62366482221668,7.324862770064805,735.5695207054116,almond
67.83673733849905,35.30669793096606,73.8972873450195,24.72936534433727,86.2095556570712,6.655527079227757,718.8682830120373,almond
62.39002088362042,31.574299926964596,66.02197942601347,20.80294404603307,81.88788537129795,6.77731799783328,853.2660893617261,almond
60.15546183806553,35.72884560812873,57.79244806302018,19.351029293654946,64.79896449287197,6.77461581523545,694.0271341624705,almond
60.78555696802122,37.97649276044396,54.49177642780383,25.631387066246713,68.60241825716052,7.377872537821262,611.9311188178524,almond
67.24793493157948,38.35019568016286,54.08643216650682,20.037116037729394,76.31639037464122,7.488644508371584,815.8069667941006,almond
57.170585810802784,37.98558597759033,52.85742702643507,19.704622773267396,88.81992557355844,6.54239527917215,812.7131053744796,almond
56.185487132736306,37.808318667141606,57.90019960361986,19.131148760746466,84.22169307740143,7.0616645818905575,994.2072641077962,almond
57.06353516730569,32.16028602018543,66.46042138400657,22.608940231941894,79.09115304164885,7.122444653280664,967.1696934232851,almond
66.09357161275595,36.74663628251485,56.12046106898122,21.262196106257996,86.9775643683096,7.444891557160242,771.4781213713718,almond
61.715322564143946,36.325762804981686,55.34866183479883,18.60976916117902,80.04162295326363,7.034515253915155,837.3129925856905,almond
67.13172914537826,42.754445676980644,54.724708105273706,19.295237607642896,80.2677207141496,7.49813223368203,764.6263234764353,almond
66.07114498358263,35.07265328151285,56.383433183849455,16.005149838469166,82.97564021585411,6.736608589961129,692.9395850543232,almond
60.54409912237935,34.4677244971576,63.63405804769594,17.217875688756376,67.1552145120185,6.908647487364479,706.4433112639479,almond
63.86931300319713,31.32173304228445,47.866249760202976,16.68476823818292,83.29655058257256,7.175698580889293,729.8882471951713,almond
54.952905904666586,43.17704847017678,57.74683633431477,19.218271011677306,67.50215174611621,7.593676601801715,801.5209028730952,almond
74.28045538775714,31.05686929975374,54.77206160148204,18.40414620878574,74.10437359078553,7.362704512037732,537.0407732709141,almond
66.57447726721728,36.76561810552324,59.85997246061376,22.045391572319577,67.62046464498442,7.104808267985716,746.2120194926516,almond
56.81877210422215,33.373967303283074,49.57732644285803,22.130327697120094,77.67875694734963,6.978032865446168,608.174981183727,almond
67.80897393827675,35.31367030257163,73.62632080147947,24.795145911579713,86.3573068013731,6.690032612677641,719.9201715029543,almond
61.823917488713036,38.82553736457542,50.13154382734153,23.010132469449502,64.17511982171013,7.1387525827442015,894.3923886325282,almond
63.88903679756701,39.316900537396016,67.79012929035225,18.820133832272564,88.35591414369799,6.748017472967184,725.7308503524356,almond
56.00688835435951,32.322846986545514,56.17140227513372,17.52350972472358,75.64865129922036,6.454995944159308,685.6733418164649,almond
24.0,128.0,196.0,22.75088787,90.69489172,5.521466996,110.4317855,apple
7.0,144.0,197.0,23.8494014,94.34814995,6.133220586,114.0512495,apple
14.0,128.0,205.0,22.60800988,94.58900601,6.226289556,116.0396587,apple
8.0,120.0,201.0,21.18667419,91.13435689,6.321152192,122.233323,apple
20.0,129.0,201.0,23.41044706,91.69913296,5.587905967,116.0777931,apple
32.0,137.0,204.0,22.86006627,93.12859895,5.824151693,117.7296726,apple
27.0,139.0,205.0,22.48403042,93.40819246,5.772179946,105.5473627,apple
0.0,123.0,205.0,22.02775403,92.96129462,5.790993052,121.1349176,apple
22.0,144.0,196.0,21.91191314,91.68748063,6.499226821,117.0761277,apple
1.0,124.0,199.0,23.71059131,93.27392415,5.658473817,112.6676589,apple
30.0,122.0,197.0,21.37784654,92.72043743,5.573241391,106.1417017,apple
29.0,121.0,196.0,22.84852833,94.32130209,6.079497202,123.5977843,apple
13.0,126.0,204.0,23.1094265,92.79630809,6.383180271,108.183792,apple
9.0,139.0,199.0,23.25230817,94.54128292,5.867420996,105.3558408,apple
0.0,133.0,200.0,23.67287749,90.4935574,5.708418722,104.2298028,apple
30.0,143.0,199.0,23.76881552,90.59810302,5.7983508,102.2648546,apple
36.0,140.0,198.0,23.34386401,91.47684705,6.28188384,104.4267991,apple
37.0,137.0,199.0,22.63946441,90.18451645,5.697945522,108.3405879,apple
33.0,121.0,203.0,22.45696744,94.76285385,5.605934087,114.8407725,apple
7.0,144.0,195.0,22.96388477,93.58065995,5.85648105,104.6472986,apple
35.0,128.0,205.0,21.07273439,93.56585985,6.041053829,107.8737015,apple
29.0,128.0,198.0,22.44075021,92.70785115,5.685062404,121.4977331,apple
2.0,143.0,196.0,22.71271308,90.45261746,5.669489065,109.8852597,apple
34.0,140.0,198.0,21.70416965,93.44006288,5.751707342,115.1781396,apple
29.0,144.0,204.0,22.43324518,92.48667725,5.800448951,119.1025189,apple
32.0,141.0,203.0,21.25941052,92.84416234,5.821347769,109.0658471,apple
13.0,144.0,197.0,22.9215706,94.89613443,6.28022267,105.6941544,apple
25.0,143.0,198.0,22.81212536,91.51861705,6.027314401,107.855225,apple
9.0,137.0,200.0,21.12152071,90.6878768,5.636687393,102.8017203,apple
6.0,144.0,198.0,21.11478672,90.31528693,5.559363609,104.5086618,apple
37.0,126.0,196.0,23.59997268,90.97597665,5.596449493,107.1728191,apple
2.0,120.0,203.0,23.12652652,94.71203306,5.893492999,108.6211833,apple
11.0,143.0,197.0,22.98458907,93.3204487,5.875718516,122.1952483,apple
10.0,141.0,201.0,22.12659387,90.97818277,6.386021424,104.5412275,apple
24.0,142.0,202.0,22.53779727,91.48135786,5.710819862,101.8474768,apple
23.0,138.0,195.0,22.49095104,91.70292746,5.795985716,124.3915101,apple
18.0,125.0,204.0,22.35548159,94.47811755,6.046673619,116.7366261,apple
13.0,121.0,196.0,22.20700989,93.50574163,6.443382913,120.1593771,apple
26.0,122.0,202.0,22.44516988,94.73763514,5.617227184,107.1843273,apple
28.0,123.0,202.0,22.76643029,92.12438519,6.442289294,120.4359949,apple
26.0,121.0,201.0,22.19109412,90.02575116,6.162034371,112.3126628,apple
21.0,137.0,196.0,23.6119202,91.70293849,5.812781806,123.5900822,apple
21.0,135.0,198.0,23.86087054,94.92048112,5.765015126,105.0241329,apple
5.0,144.0,205.0,21.42177231,92.62665309,6.184922574,102.8045658,apple
2.0,123.0,205.0,22.36629253,90.78572467,5.739652177,124.9831618,apple
15.0,133.0,199.0,23.99686172,91.61001707,5.824778636,117.6102915,apple
31.0,130.0,198.0,21.80129837,92.73446667,5.554823557,120.0586671,apple
25.0,143.0,200.0,23.80436344,92.80441624,6.024248787,100.6192543,apple
16.0,143.0,204.0,23.71475278,91.53331177,5.631333387,121.8961665,apple
19.0,122.0,202.0,23.34467359,90.37981478,5.811975094,112.8954016,apple
10.0,125.0,196.0,22.31253665,90.03577124,5.730557448,113.0688155,apple
20.0,139.0,202.0,23.50201428,92.21083961,5.66999105,107.9868949,apple
28.0,123.0,198.0,23.46260321,91.45665004,5.682751473,111.7763395,apple
28.0,136.0,200.0,23.06204373,92.39544055,6.245858905,114.7399101,apple
2.0,131.0,199.0,22.47420512,91.22759742,6.017370134,124.2179699,apple
2.0,140.0,197.0,22.69780133,92.82223419,5.53456749,105.0508234,apple
27.0,138.0,201.0,23.66682067,93.90191078,5.952367662,105.4004751,apple
30.0,127.0,204.0,22.50050273,92.45878335,6.126436584,100.9343903,apple
32.0,145.0,203.0,23.83053666,90.84422164,6.406818518,109.5966791,apple
29.0,139.0,205.0,23.64142354,93.74461474,6.155939453,116.6912176,apple
26.0,126.0,195.0,21.41363812,92.99124545,5.878568981,118.3979065,apple
40.0,136.0,202.0,22.85267372,94.5764581,5.935336308,117.5314026,apple
6.0,124.0,200.0,22.98208095,93.84505029,5.971332179,109.5852253,apple
35.0,138.0,200.0,21.19909519,90.80819418,5.67130617,103.6838922,apple
17.0,136.0,196.0,23.87192332,90.49939035,5.882155988,103.0548094,apple
33.0,134.0,205.0,21.0365275,94.33919546,6.08551916,114.7412734,apple
16.0,143.0,197.0,22.61711614,93.51978375,5.90402645,116.9256766,apple
27.0,120.0,200.0,21.45278675,90.74531921,6.110218826,116.7036582,apple
29.0,145.0,205.0,22.81227579,92.12992101,6.212302608,109.3383552,apple
3.0,141.0,197.0,21.98141856,91.12719303,6.142803397,115.4789148,apple
15.0,123.0,204.0,22.52709326,92.54780429,6.365972688,115.3830068,apple
5.0,136.0,195.0,22.35628673,91.92360477,6.264202804,107.7697413,apple
10.0,136.0,204.0,21.19852186,92.15595143,6.276198595,105.8554351,apple
7.0,141.0,195.0,23.8812458,93.45067555,5.514253142,104.9116663,apple
2.0,129.0,201.0,22.78234161,94.36803516,5.682343744,122.1449949,apple
29.0,138.0,197.0,22.19055385,92.43764169,5.830892252,121.6622761,apple
30.0,137.0,200.0,22.91430043,90.70475565,5.603413172,118.6044645,apple
29.0,132.0,204.0,23.08950736,90.22507299,6.0967531,108.2166601,apple
14.0,139.0,197.0,21.72484506,92.83975602,6.056529526,121.6961761,apple
18.0,125.0,203.0,22.44307715,91.59234006,6.160267496,102.5565807,apple
33.0,143.0,204.0,21.1316077,91.95769858,5.814434775,122.5391946,apple
40.0,144.0,196.0,22.71750705,92.25479855,5.987262638,107.0289866,apple
9.0,143.0,197.0,23.75033085,92.88160462,5.570020684,117.6602827,apple
38.0,135.0,203.0,23.76121837,93.661643,5.965551311,100.825956,apple
28.0,130.0,196.0,22.13450646,94.67695747,6.062356467,112.9203223,apple
35.0,142.0,203.0,21.17089176,90.23730166,5.895319002,123.6495149,apple
